cell	UMAP1	UMAP2	PatientID	condition	fib_state	neut_state	pseudotime
"SAM24406426_128188"	4.146994862735	-4.93179404763993	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.4074345420653
"SAM24406426_194139"	4.20543626326296	-4.89957416086014	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.3900771281073
"SAM24406426_100909"	3.91038135069582	-4.7563689949971	"P007"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	16.2055424613333
"SAM24406426_85154"	4.10466006773683	-4.91139638452347	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.3900771281073
"SAM24406426_82447"	4.04174569624635	-5.17246854333695	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.6419951568414
"SAM24406426_365659"	4.10773185270998	-4.98139846353348	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.4550331427459
"SAM24406426_414070"	4.22693446654054	-4.88020074395951	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.3757410121537
"SAM24406426_815237"	4.10661462324831	-4.99726665048417	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.4708265065296
"SAM24406426_8338"	4.22904256361696	-4.95732438592728	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.436997824255
"SAM24406426_540929"	4.08440831679079	-4.60889136819657	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.0975623378952
"SAM24406426_536200"	3.97657636183473	-5.35994088678177	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.8326639568604
"SAM24406426_196367"	4.09271744269106	-5.07961165933426	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.5485743435344
"SAM24406426_727290"	4.20526126402589	-4.25759351281937	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.8286482040133
"SAM24406426_677475"	4.13922551649782	-4.79360187082108	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.2787847165689
"SAM24406426_45915"	3.95244840162965	-5.22418296365555	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.6975533485348
"SAM24406426_774397"	3.97737768667909	-4.79411828546341	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.258912068391
"SAM24406426_711103"	3.99634364622804	-5.03032815484818	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.4983850787961
"SAM24406426_856156"	3.90016630667421	-5.05324733285721	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.5165119133418
"SAM24406426_474251"	4.08492783087465	-5.14565646676835	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.6147020925895
"SAM24406426_128857"	4.11228683966371	-5.04774367837723	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.5215225435311
"SAM24406426_93344"	3.90609529989931	-5.05108726053055	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.5146481893383
"SAM24406426_824135"	3.85658815878603	-5.0443614724141	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.505478289758
"SAM24406426_367193"	3.92874268072817	-5.21953046350296	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.6940758780697
"SAM24406426_308638"	4.02165010946962	-5.41982924966629	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.8894533373162
"SAM24406426_828034"	3.9712033607361	-5.25234448938187	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.7247554382418
"SAM24406426_124861"	3.89039567488405	-5.25655210046585	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.7329440426167
"SAM24406426_478605"	3.99178603666994	-5.18170583276566	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.6517902867169
"SAM24406426_68481"	4.0489244796631	-5.38308513192948	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.8509925028612
"SAM24406426_432222"	4.06377867239687	-5.21602618722733	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.6839147555479
"SAM24406426_803898"	3.98528316992494	-4.87805688409623	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.3431779215561
"SAM24406426_445374"	3.97026422995302	-5.25647342233475	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.728925670522
"SAM24406426_607728"	3.73928216475221	-4.7407988312703	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.1546634462937
"SAM24406426_479585"	3.52628520506593	-4.77262294320877	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.141408576568
"SAM24406426_132894"	3.93266585844728	-5.12062251596268	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.5913715936852
"SAM24406426_824684"	3.81582764166567	-5.18301284341629	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.6550639674124
"SAM24406426_598974"	4.01549867171022	-5.30908334283646	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.7792402007517
"SAM24406426_21976"	3.94761994856569	-5.23362338571366	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.7072204579079
"SAM24406426_657369"	3.94772842901918	-5.63336122064408	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	17.1076612254106
"SAM24406426_762818"	3.69399002569887	-4.89270961313065	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.3210252018951
"SAM24406426_380043"	3.90278986471864	-5.29260098962601	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.7683376604865
"SAM24406426_125436"	3.06872538107607	-4.71043908624466	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.8484747840747
"SAM24406426_327834"	4.0303607322571	-5.23276031045731	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.7022769610992
"SAM24406426_545564"	3.96688989180299	-5.25677812127884	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.7293964493037
"SAM24406426_641431"	4.12845138090822	-5.38931214837845	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.8519677054516
"SAM24406426_830871"	4.06802276152345	-5.28520429162796	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.7527992891651
"SAM24406426_501322"	4.01831844824526	-5.54208505182084	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	17.0116134107911
"SAM24406426_736941"	4.01777175444338	-5.44539105920609	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.9151961366152
"SAM24406426_537249"	3.91573074835512	-5.40805614023026	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.8846825088354
"SAM24406426_592142"	3.91294053572389	-5.24110353021439	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.7164021768659
"SAM24406426_280022"	3.4745107032654	-5.00444066552933	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.4466800369028
"SAM24406426_763145"	3.96223262327882	-5.41342151193436	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.8869732356886
"SAM24406426_802102"	3.93317845839235	-5.31378304986771	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.789464899488
"SAM24406426_63564"	3.99244550245973	-4.85874974756058	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.3249266442706
"SAM24406426_235382"	3.9893975593445	-5.19070756463822	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.6622960584289
"SAM24406426_44513"	3.98038843649599	-5.24475562600907	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.7167227281689
"SAM24406426_399315"	4.03124335783693	-5.3680108788472	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.8371156090214
"SAM24406426_177532"	4.0306048728821	-5.47458350686844	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.9434161043994
"SAM24406426_509976"	3.94481662291261	-5.35918605356034	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.8340027185315
"SAM24406426_125930"	3.85494259375307	-5.3758724930745	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.8565727578466
"SAM24406426_154899"	3.83050468939516	-5.24547183542069	"P007"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.7248315943223
"SAM24406426_492666"	4.00730899351808	-5.42373549966629	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.8942957272052
"SAM24406426_175639"	3.89632466810915	-5.3694986107808	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.8474869562909
"SAM24406426_881791"	3.66517618674013	-5.09698188333329	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.5707222682898
"SAM24406426_492077"	3.66608360785219	-4.09221732644852	"P007"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.4722650897813
"SAM24406427_801349"	4.07328394430849	-5.42955958871659	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.8957615194965
"SAM24406427_310013"	4.21716550368044	-5.20570123224076	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6660360397743
"SAM24406427_585752"	4.05085567015382	-5.36921346216019	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.8370237537491
"SAM24406427_512382"	4.19353965300295	-4.82468497781571	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.3164612288219
"SAM24406427_819195"	4.0572047569153	-5.21917855768021	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6873875692176
"SAM24406427_800886"	4.09188655394289	-5.31367528466996	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7800584587633
"SAM24406427_75590"	4.14673403280946	-5.09158408670243	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.5599422597071
"SAM24406427_641672"	4.09181645888063	-5.21836221246537	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6848648771895
"SAM24406427_50224"	4.01373938101503	-4.9889096024495	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4578790826281
"SAM24406427_172794"	4.13872912901613	-5.26530826120194	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7294396464246
"SAM24406427_540122"	4.02241590994569	-5.071720004366	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.5414689676336
"SAM24406427_531151"	3.96393540877077	-4.83349502115067	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.2962821514882
"SAM24406427_766481"	3.98946097868654	-4.92147719888504	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.3867786558417
"SAM24406427_706475"	4.17960718649599	-5.00233113794144	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4795005105497
"SAM24406427_848051"	3.97981599348756	-5.19136130838211	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.663421649832
"SAM24406427_568122"	4.10797384756776	-4.99097859887894	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.4646135044699
"SAM24406427_401116"	4.08607367056581	-5.26344430475052	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7301753697769
"SAM24406427_482137"	4.09571913260194	-5.21755254297074	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6838636806423
"SAM24406427_352503"	4.00471762198183	-5.47540366678055	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.9460507891579
"SAM24406427_418951"	4.01094678419801	-4.84523379831131	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.3138485914907
"SAM24406427_620137"	4.1469526626465	-4.53476846246537	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.053683311655
"SAM24406427_848223"	4.10514977949831	-4.61625325708207	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1090843813534
"SAM24406427_707277"	3.913343224704	-5.62141740350541	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.098188800425
"SAM24406427_697879"	3.96061376112672	-4.57413232354935	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.0378366241983
"SAM24406427_330278"	4.17688182371828	-4.94783151178177	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4249327879051
"SAM24406427_594388"	4.16088822859499	-5.19930923013504	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6624278883565
"SAM24406427_118690"	4.07283023375246	-5.10105693368729	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.5702405648765
"SAM24406427_454123"	3.77583292502138	-5.3127359154683	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7987841002898
"SAM24406427_324705"	4.08308533209535	-5.09936416177567	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.5684332737046
"SAM24406427_742864"	4.10027984160158	-5.13258874444779	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6014635915231
"SAM24406427_197939"	4.12798360365602	-5.04170167474564	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.51626550671
"SAM24406427_407977"	3.99205783385011	-5.137469172762	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.607553352144
"SAM24406427_493524"	4.04170516508791	-5.34548938302811	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.8139539223364
"SAM24406427_684332"	4.19533232229921	-4.88004148034867	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.3716026845797
"SAM24406427_399241"	4.01668075102541	-5.46122396020707	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.9310665659444
"SAM24406427_579948"	4.08382848280641	-5.02259862451371	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.4949986556772
"SAM24406427_14533"	4.03095248717043	-5.31894814996537	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7881785870909
"SAM24406427_129366"	3.94012454527589	-5.56384313134964	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0388584180409
"SAM24406427_388395"	4.21234563368532	-4.2623995545369	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1352388498355
"SAM24406427_716059"	4.0182950832245	-5.41933429269608	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.8891804446412
"SAM24406427_541459"	3.92311290281984	-4.71102130441483	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.1638428463675
"SAM24406427_604888"	4.13975909727785	-5.13715732126053	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6055906087829
"SAM24406427_652743"	3.86981037634584	-5.36937510995682	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.8491101713504
"SAM24406427_439867"	4.16834381598207	-4.93991887597855	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4166069302508
"SAM24406427_184821"	4.12926462668153	-4.47079312829789	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.9873234834187
"SAM24406427_5168"	4.16364363211366	-5.12579238443192	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.5939594156777
"SAM24406427_462985"	3.9558384754059	-4.20871675042923	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.7015265190491
"SAM24406427_859404"	4.07488587874147	-4.26020276574906	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.0934009849023
"SAM24406427_805685"	4.13385442274782	-5.01788842706498	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4927723080453
"SAM24406427_353802"	4.09248903769228	-5.01369988946732	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4865398513094
"SAM24406427_750711"	4.04687312620851	-4.31887328653153	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1414693057787
"SAM24406427_726563"	4.28410676497194	-4.59001338510331	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.1207082855486
"SAM24406427_538918"	4.0057857372162	-5.27452743081864	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7452054803988
"SAM24406427_548348"	4.07121232527467	-5.26728379754837	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7347432751278
"SAM24406427_94805"	4.00308564680788	-5.3990978005391	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.8699897170067
"SAM24406427_137492"	4.13773969191286	-4.66801917581376	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1665046320388
"SAM24406427_58593"	3.90731242674562	-5.29037606744584	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7658923560533
"SAM24406427_455157"	4.15190723913881	-4.7635153534871	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.2505350754879
"SAM24406427_821485"	4.21820071715089	-4.37666356591996	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.9227230604806
"SAM24406427_266447"	4.09436825293276	-4.63975179223832	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1298207030653
"SAM24406427_237197"	3.76337293165895	-5.17558753518876	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6482254286191
"SAM24406427_585849"	4.1568198539612	-4.77999150781449	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.2674987710605
"SAM24406427_469478"	4.04725602644655	-5.21718728570755	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6858894765642
"SAM24406427_506898"	4.31931785124513	-4.49926936654862	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.0692159717899
"SAM24406427_280813"	3.91886619108888	-4.73233878640946	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1838075930907
"SAM24406427_827379"	3.96295455473634	-5.57573735742386	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0491017632169
"SAM24406427_871421"	4.17643335837099	-5.06069362191971	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.5290931309298
"SAM24406427_524182"	4.17452934759828	-4.69302928476151	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.1986313835384
"SAM24406427_790373"	4.01813748854372	-5.06757676629837	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.5373738098783
"SAM24406427_572868"	4.09970024603578	-5.22948777704056	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6955880028649
"SAM24406427_517607"	4.34688523787233	-4.71896922616776	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.2410839343314
"SAM24406427_180101"	4.08851078528139	-4.56492936639603	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.0657769092542
"SAM24406427_649109"	3.75980571287843	-4.78997552423294	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.2070371269366
"SAM24406427_856816"	4.11079267042848	-4.88146817712601	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.3623701376901
"SAM24406427_701175"	4.00322321432802	-4.80834901361283	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.27628474774
"SAM24406427_821977"	4.18715766447756	-4.82062995462235	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.3116346781473
"SAM24406427_378877"	4.03317717093202	-5.41051232843216	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.8793973829597
"SAM24406427_438778"	4.07038501280519	-4.87513911752518	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.3510020816122
"SAM24406427_331993"	4.02050593870851	-5.45456159143265	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.9241522012206
"SAM24406427_531396"	4.23051312941286	-4.65754544763382	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1755912539937
"SAM24406427_651760"	4.10632518309328	-4.40801608590897	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.9206022501707
"SAM24406427_450928"	4.18060163038942	-5.17839753656205	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6463717358477
"SAM24406427_67494"	4.01089480894777	-5.00253140954789	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4713432592778
"SAM24406427_656981"	3.93896010893556	-5.44127261667069	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.9166181757069
"SAM24406427_225223"	3.99575594443056	-5.61436879663285	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0853069108671
"SAM24406427_655806"	4.06509331244203	-4.92060935525711	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.3922065341012
"SAM24406427_593444"	3.98471573370668	-5.03616893319901	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.5036426905653
"SAM24406427_328093"	4.06583574789735	-5.57469642190751	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0407591811078
"SAM24406427_509565"	3.91101339834901	-4.69408071069535	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.1447529906189
"SAM24406427_46365"	4.23100307959291	-4.83663737802323	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.3330370137601
"SAM24406427_393896"	4.17836383360597	-4.93518674402054	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4123769557352
"SAM24406427_745863"	4.14407328146669	-5.16160857705887	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6299921159192
"SAM24406427_103292"	3.92008045691225	-5.50790298013504	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.9844091046145
"SAM24406427_293340"	3.97966793554994	-5.41868436364945	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.8910762262666
"SAM24406427_283520"	3.95214727896425	-5.5709818604451	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0451255526294
"SAM24406427_256075"	3.99807551878664	-5.58240306405838	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0532571600624
"SAM24406427_496636"	3.8901179172394	-4.12314498452958	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.5965386621835
"SAM24406427_472904"	4.00053957480165	-4.54586350946244	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.0222341577312
"SAM24406427_407785"	4.22359541434023	-4.53401505975541	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.0749872744741
"SAM24406427_740064"	4.01269153135988	-5.2641929390889	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7345429178272
"SAM24406427_306187"	3.53691962736818	-4.95840299157914	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.3664121995156
"SAM24406427_841620"	4.1968109943268	-4.3824995758992	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.2254342044928
"SAM24406427_241331"	3.92447284239504	-5.57097137002762	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0470798953124
"SAM24406427_576170"	4.11561540144655	-4.58875405816849	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.0843693808942
"SAM24406427_354701"	3.89187124747011	-5.62397134332474	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.1022607450002
"SAM24406427_347557"	4.10374740141603	-4.87938344507035	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.3594146465213
"SAM24406427_840771"	4.14086416739198	-4.27369630365189	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1253905150669
"SAM24406427_577581"	4.03547004240724	-4.57059037713822	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.0559562776804
"SAM24406427_639802"	4.08495834845277	-5.02183330087479	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4942902402105
"SAM24406427_96265"	4.05057028311464	-5.48779523401078	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.9551942616009
"SAM24406427_734315"	3.8212998248932	-5.27611291436966	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7558894326374
"SAM24406427_721554"	4.05116919058534	-4.93802440194901	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4089104609146
"SAM24406427_675589"	4.07509640234682	-5.06691014795121	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.5360705824469
"SAM24406427_52511"	4.02135518568727	-5.11694943933304	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.5867074332806
"SAM24406427_32481"	3.84153059500429	-5.02828061609085	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4886712888127
"SAM24406427_175436"	4.05498794096681	-4.77979838876542	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.2544813244932
"SAM24406427_246593"	4.20707539099428	-4.8365601304036	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.3299466569739
"SAM24406427_339143"	3.96142986792299	-4.7850464585286	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.247903836594
"SAM24406427_850428"	4.14539125937196	-4.85881602792557	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.344256119147
"SAM24406427_736347"	4.16292456167909	-4.5339683297139	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.057506933523
"SAM24406427_511909"	4.23074987906191	-4.28209483651932	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.8606027827796
"SAM24406427_521434"	4.01130608099672	-4.38606393365677	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.8798869031
"SAM24406427_147275"	4.11986735838625	-5.00357568292435	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4777842765536
"SAM24406427_109151"	4.05749968069765	-5.29506576089676	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7631678401695
"SAM24406427_543867"	4.13770440596315	-5.17038953332718	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6388437109161
"SAM24406427_764756"	4.1453497745392	-4.6860998871785	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.1857741563923
"SAM24406427_587744"	4.09395292776796	-4.03565251855667	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.9026719031902
"SAM24406427_520201"	3.94597533720705	-5.11463105706986	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.5852317441323
"SAM24406427_559917"	4.16100052374574	-4.61461865930375	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.1191228396215
"SAM24406427_163652"	3.99573758619997	-4.95116937188919	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4192934530486
"SAM24406427_674921"	4.07161954420778	-4.23511302499588	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.0684381571356
"SAM24406427_648647"	4.08433846014711	-4.93961846856888	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.4121456318634
"SAM24406427_272931"	4.10391119497987	-4.99362361459549	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.4670540269191
"SAM24406427_554133"	3.94343284147951	-4.88304746179398	"P007"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.342857651637
"SAM24406427_388431"	3.99800828474733	-4.97044599084671	"P007"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.4386588877096
