cell	UMAP1	UMAP2	PatientID	condition	fib_state	neut_state	pseudotime
"SAM24406429_363428"	3.90297678488466	-5.18830716638382	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.6641615827745
"SAM24406429_554662"	4.11363366621706	-4.86779391794022	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	16.3491626017578
"SAM24406429_428306"	4.07437304037782	-4.13954293756302	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	15.9937184726686
"SAM24406429_444542"	3.95673254507753	-5.07893836526688	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.5494210447378
"SAM24406429_664560"	4.13870028036806	-4.8314913514119	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	16.3163063071053
"SAM24406429_117530"	3.95177677649233	-5.58627116708573	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	17.060402581592
"SAM24406429_241937"	4.15883472937318	-4.59327495126542	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.0977963191028
"SAM24406429_210836"	3.98059776800844	-3.92976510553177	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	15.7824275546663
"SAM24406429_166459"	3.9507229663727	-5.32325208215531	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.7977577437006
"SAM24406429_732928"	3.95274714010927	-5.38218772439774	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.8564320688381
"SAM24406429_165745"	4.20657995718691	-4.53089368371781	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.0671076684444
"SAM24406429_389797"	4.1725337840912	-4.80936658410843	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.2986191071067
"SAM24406429_852298"	4.0460484363434	-4.85981309442337	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.3327328841957
"SAM24406429_773273"	4.06360772627565	-5.0908850434285	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.5601723934006
"SAM24406429_264276"	4.04757503050539	-4.28678071527298	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	16.1109496834018
"SAM24406429_779557"	3.93797257918092	-5.45416963128861	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.9295526948784
"SAM24406429_531399"	3.94256714361879	-5.00315320520218	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.4685796363823
"SAM24406429_216914"	3.9866104461548	-3.97640645532425	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	15.8276010724532
"SAM24406429_679558"	4.02672103422853	-5.13552463083085	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.6052214883474
"SAM24406429_768242"	4.27542499083254	-4.7175039055806	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.2410839343314
"SAM24406429_415016"	3.9378724433777	-5.50921285180863	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.9844672574422
"SAM24406429_142383"	4.08712628859255	-4.86683690576371	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	16.344874571211
"SAM24406429_98510"	4.08077815550539	-5.34088122873124	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.8067821093233
"SAM24406429_497366"	4.07562664526674	-4.23898589639481	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	16.0733040074018
"SAM24406429_650643"	3.9552703239319	-5.36179482965287	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.8359172631566
"SAM24406429_653831"	3.93695882338258	-5.2208203080159	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.6949588629943
"SAM24406429_706393"	3.99187878149721	-5.2684277298909	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.7397992133442
"SAM24406429_82101"	3.89111999052736	-4.97443854837235	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.4373517628354
"SAM24406429_34667"	4.05490544813844	-4.4903687241536	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.9847039842577
"SAM24406429_211312"	4.07958534735414	-5.29140746621903	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.7584245479814
"SAM24406429_150220"	4.02673700827333	-5.13362777261551	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.6033245700786
"SAM24406429_267682"	3.91295245665285	-5.6328190567952	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	17.1095894252624
"SAM24406429_310372"	4.20821813124391	-4.75657880334671	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.250746197174
"SAM24406429_168105"	4.23823669928285	-4.64299333123978	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.1629678304732
"SAM24406429_306121"	4.19922736662599	-4.47607791452225	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	16.0124912234101
"SAM24406429_101822"	4.05368331450197	-5.28227841882523	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.7505843205697
"SAM24406429_43847"	4.02254537123415	-5.0633724930745	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.5331205307641
"SAM24406429_556494"	4.04931286352846	-4.214382529543	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.7401890953718
"SAM24406429_734221"	4.01527551192018	-5.13493287591752	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.6047577012123
"SAM24406429_696212"	3.84273794668886	-4.71300113229569	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.1490321242211
"SAM24406429_200259"	4.00697020071718	-5.28511416940506	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.7557209031062
"SAM24406429_50147"	3.89109543341371	-5.40444314508255	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.8827000428347
"SAM24406429_832130"	4.16897157210085	-4.9468420746785	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	16.4235527260352
"SAM24406429_732252"	3.92006543654176	-5.53947722940262	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	17.015906575584
"SAM24406429_349833"	4.14847258108827	-4.70065677194413	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.2006622176142
"SAM24406429_808307"	3.94809940832826	-5.17777526407059	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.6483482650708
"SAM24406429_106730"	3.87883475798341	-5.39835441140946	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.8774321200172
"SAM24406429_808411"	3.87218788641664	-5.19713151483353	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.6744939563316
"SAM24406429_642905"	4.1224758960602	-4.1688674691182	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	16.0197214783956
"SAM24406429_863401"	3.9899554588196	-5.11286580591019	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.582975021252
"SAM24406429_450287"	3.81875446814272	-5.44437539605912	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.9281483137214
"SAM24406429_399943"	3.9326463081238	-5.47387635736283	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.9495845950628
"SAM24406429_629451"	3.89923742789003	-4.39459073571976	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	15.8480692589376
"SAM24406429_268049"	3.84920171278688	-5.42139279870804	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.9023723498844
"SAM24406429_564102"	4.15646532553407	-4.52622067956742	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	16.0482298504398
"SAM24406429_107090"	3.97294643896791	-5.10797679452713	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.5782764313495
"SAM24406429_229424"	4.18109849470827	-4.29488217859085	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.8549287784231
"SAM24406429_208806"	3.93182352560732	-5.19126117257889	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.6656890286151
"SAM24406429_52412"	4.08031490820619	-4.65375363855179	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.1405870486607
"SAM24406429_305662"	3.89633325117799	-5.56086671380814	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	17.0389985693112
"SAM24406429_616252"	4.04582646864626	-5.14948737649735	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.6189698133121
"SAM24406429_858543"	3.8050017692444	-5.29312217263993	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.7736819414055
"SAM24406429_662389"	3.94160440939638	-5.28512370614823	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.7589548195425
"SAM24406429_698973"	4.06626108664247	-4.93147647409256	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.403118158438
"SAM24406429_497653"	3.79624560850832	-4.99160659341629	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	16.449799067605
"SAM24406429_389372"	4.04109552878114	-4.35839259652909	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	15.8645947963424
"SAM24406429_418709"	3.81170347708437	-5.43302524118241	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.9173209160594
"SAM24406429_211045"	3.97635701674196	-4.19354760675248	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	15.6960972081832
"SAM24406429_42916"	3.86437300223085	-5.42465770273026	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.9046308586673
"SAM24406429_82626"	3.67295721548769	-4.76714170007523	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.1666085281927
"SAM24406429_865373"	3.91888097304079	-5.40243899850663	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.8788700661528
"SAM24406429_121434"	3.93744567412111	-5.37376487283524	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.8490353883412
"SAM24406429_34021"	3.82928565520021	-4.20031964807328	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.6420095383659
"SAM24406429_499099"	4.03429344671938	-4.3962410691243	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	15.8975624570745
"SAM24406429_7663"	3.90577319639894	-5.54291427163895	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	17.0203380528938
"SAM24406429_853411"	3.72415522116396	-5.4980157616597	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.9882946215261
"SAM24406429_148632"	4.17776540297243	-4.26854741601761	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.8291263201255
"SAM24406429_709015"	3.89904001730653	-5.22130668191727	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.6973151196373
"SAM24406429_335227"	3.87034967917177	-5.47751700906571	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.9575877187132
"SAM24406429_383274"	3.877698693454	-5.53447425393876	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	17.0138888696013
"SAM24406429_300177"	3.91966393965456	-5.41587817697342	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.8922284866473
"SAM24406429_739923"	3.72539857405397	-5.53942477731522	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	17.0295143137233
"SAM24406429_884402"	4.12832120436403	-5.06082904367264	"P008"	"Uninflamed UC"	"Inflammatory fibroblast"	NA	16.5293949448608
"SAM24406429_408147"	3.75601438063356	-5.49457681207474	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.9826285449239
"SAM24406429_280648"	3.87917212027284	-4.38266980676468	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.8298009676799
"SAM24406429_284335"	3.98164728659364	-4.3415855172139	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.8277761388891
"SAM24406429_775336"	3.92551020163271	-5.32887923745926	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.805033397193
"SAM24406429_681570"	3.86638930815431	-4.25994527368363	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.711603308489
"SAM24406429_65093"	3.93525341528627	-5.44844090966996	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.9240289026227
"SAM24406429_492426"	3.6720033027527	-5.54030787973221	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	17.0344184061834
"SAM24406429_90648"	3.87516811865541	-4.99554193048294	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.4576390511937
"SAM24406429_408630"	4.01582315939638	-5.24837243585404	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.7185871960091
"SAM24406429_850258"	4.05219844359132	-5.0509475472432	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.5217459615262
"SAM24406429_769828"	3.76661613959047	-5.01667869119461	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.4733726708235
"SAM24406429_309179"	3.91633156317445	-5.34192883996781	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.8186592403805
"SAM24406429_230909"	4.04291656988832	-4.87960231332596	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.3519700473325
"SAM24406429_152847"	3.88027885931703	-4.25401103524979	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	15.7118816415323
"SAM24406429_108237"	4.03828981894228	-4.66475284128006	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.1425884014433
"SAM24406429_399534"	3.99120310324403	-4.81852901010331	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	16.284869725983
"SAM24406429_520732"	3.98744586485597	-4.37101066140946	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.8573429911094
"SAM24406429_370876"	3.90056184309694	-4.21301400689896	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.6827958682662
"SAM24406429_368613"	3.865420851886	-4.14224708108719	"P008"	"Uninflamed UC"	"Activated crypt-top fibroblast"	NA	15.6038433502329
"SAM24406429_69725"	3.88858011740419	-4.28214585809525	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.7401890953718
"SAM24406429_581867"	4.09254840391847	-4.49863231210526	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.0034368146741
"SAM24406429_534511"	4.06079319494936	-5.05604112176712	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.5272590295364
"SAM24406429_858448"	3.73876193541261	-5.16215407876786	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.6350678975252
"SAM24406429_806616"	3.89738253134462	-4.27877366571244	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.7401890953718
"SAM24406429_473576"	3.74928978461	-5.3973397019368	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	16.8849525035235
"SAM24406429_62795"	4.04973581808778	-4.4676054718953	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.9614153137404
"SAM24406429_423690"	3.95407775419923	-4.30147731332596	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.7804926446186
"SAM24406429_32844"	3.94779709356996	-4.00075233011063	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.5177165219532
"SAM24406429_226512"	3.89708283919069	-4.07454764871415	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.5606995323019
"SAM24406429_127983"	3.67479542273256	-4.09754169015702	"P008"	"Uninflamed UC"	"Resting crypt-top fibroblast"	NA	15.4809468527247
"SAM24406430_84193"	4.00824860113832	-5.56579148797806	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0359652429719
"SAM24406430_57630"	4.01333573836061	-5.54645955591019	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0163267755854
"SAM24406430_411548"	4.05343035238954	-4.45985305337723	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.9550516527271
"SAM24406430_761690"	3.99330285567018	-5.6353620293599	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.106421329885
"SAM24406430_217149"	3.96159008520815	-5.60041177301224	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0738107868114
"SAM24406430_496154"	4.02908304709169	-5.53978621988114	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0085648778195
"SAM24406430_411819"	3.94052103537294	-5.27372729806717	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7476257264377
"SAM24406430_187335"	4.12604430693361	-4.47539603738602	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.9908067714628
"SAM24406430_607039"	4.01107195395204	-5.60233390359696	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0722149943741
"SAM24406430_132275"	4.04035094755861	-4.63364970712479	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1125973877619
"SAM24406430_7211"	4.05151036757204	-5.58486735849198	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0519215129439
"SAM24406430_361637"	3.92294672507021	-5.63055932550248	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.1066258316072
"SAM24406430_842991"	4.01509741324159	-4.67996156244095	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1526308989746
"SAM24406430_866266"	3.73702934759828	-4.66326558618363	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.0589562894314
"SAM24406430_312774"	3.84550717848512	-5.08711659936722	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.5588419747814
"SAM24406430_837074"	4.16645887869569	-4.52804124383744	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.0528455633502
"SAM24406430_431174"	3.93903020399782	-5.59569299249466	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0707056017368
"SAM24406430_9737"	4.23974517363283	-4.6132296326619	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1341717018885
"SAM24406430_457986"	4.1218712665436	-4.75861012964066	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.2418858439168
"SAM24406430_847113"	3.9048085548279	-5.62922608880814	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.1065837180365
"SAM24406430_296330"	3.93241456526491	-5.60795009164627	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0834014619238
"SAM24406430_803081"	4.07614258307192	-5.48353898553666	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.9491540590042
"SAM24406430_598491"	3.91317943114015	-5.61251866845902	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0893241500638
"SAM24406430_702937"	3.95481470602724	-4.60360753564652	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.0644019424719
"SAM24406430_31"	4.12332037466737	-4.19082009820755	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.0409810450836
"SAM24406430_840995"	4.14214828985902	-4.45874249963578	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.9794836957238
"SAM24406430_755644"	4.10954621809694	-4.33175838022049	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.863998556857
"SAM24406430_368387"	4.14782861250612	-4.37653625039872	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.9138472082408
"SAM24406430_48109"	4.1656031944153	-4.44884479074295	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.9767439725511
"SAM24406430_216872"	4.11964133757326	-4.40083730249222	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.9175530864473
"SAM24406430_377466"	3.86814740675661	-5.57443511514481	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.054533846156
"SAM24406430_535405"	3.92169693487856	-5.61821353463944	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0943999267011
"SAM24406430_334760"	4.03791526335451	-4.71574628381546	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.192384583988
"SAM24406430_510800"	3.93445518988344	-5.67905986337479	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.154186910788
"SAM24406430_677088"	4.22685864943239	-4.61892783670243	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1370597768211
"SAM24406430_618234"	4.1192062236664	-4.06164824991043	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.6343148882627
"SAM24406430_495937"	3.92749503630373	-5.31660306482132	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7926531468827
"SAM24406430_135449"	3.93157914656374	-4.60123527078446	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.0554523153938
"SAM24406430_84306"	4.13241365927431	-4.08516442804154	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.9623098973907
"SAM24406430_439793"	4.06285480040285	-4.22781693963822	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.7502514597832
"SAM24406430_70442"	3.86549809950563	-5.59677970437821	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0770101425124
"SAM24406430_644335"	4.1317212917206	-4.23737323312577	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.7836355756648
"SAM24406430_361040"	4.14010623472902	-4.24848020105179	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.1010318121021
"SAM24406430_85192"	3.86830976980898	-4.10837972192582	"P008"	"Inflamed UC"	"Resting crypt-top fibroblast"	NA	15.5741336678397
"SAM24406430_414353"	4.01662925261232	-4.40914237527665	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.9033517463364
"SAM24406430_424959"	3.97061494368288	-4.8603318932515	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	16.3237466023873
"SAM24406430_105139"	4.28444198149416	-4.26934421090897	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.8677457308989
"SAM24406430_848783"	3.97342637556764	-5.58749806909378	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0600893273067
"SAM24406430_801187"	4.100119862735	-4.26414239435013	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.7974409554532
"SAM24406430_568458"	4.12433174627992	-4.21436488656815	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.7595026140613
"SAM24406430_349079"	4.17668751257631	-4.32498204736527	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.881501588087
"SAM24406430_730446"	3.87786010283205	-5.42287719278153	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.9019658448553
"SAM24406430_621626"	3.89739087599489	-5.5763210061055	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0543387745987
"SAM24406430_835597"	3.89579633253786	-5.52655351190384	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.0047177146072
"SAM24406430_113846"	3.8308396674988	-4.29110324411209	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.7254582121185
"SAM24406430_75880"	3.68193367499086	-5.57964265374955	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	17.4096838086143
"SAM24406430_815561"	4.00048688429567	-5.41336619882401	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.8843983048152
"SAM24406430_495713"	10.3051228858826	-0.291044533536991	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.5018267856282
"SAM24406430_690448"	3.82437757033083	-4.25598752527054	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.690778046781
"SAM24406430_569749"	4.06953934210512	-5.32228314904984	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7889646984381
"SAM24406430_598365"	4.07984355467531	-5.29080140619095	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7578064888037
"SAM24406430_722138"	-2.7477473877075	-3.20051777391251	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	3.27872477304667
"SAM24406430_567397"	4.14616969603273	-5.15995252160843	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6283127315238
"SAM24406430_855449"	4.00971129912111	-4.18085849313553	"P008"	"Inflamed UC"	"Activated crypt-top fibroblast"	NA	15.6981898249905
"SAM24406430_76329"	-1.01743825894621	2.12111496896927	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	8.33961503870334
"SAM24406430_616731"	3.79686788099977	-5.34197032480057	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.8265694883637
"SAM24406430_303679"	3.33763650435182	-4.21896398095902	"P008"	"Inflamed UC"	"Resting crypt-top fibroblast"	NA	15.4372199549754
"SAM24406430_852302"	2.9284456111786	-3.7067571881276	"P008"	"Inflamed UC"	"Resting crypt-top fibroblast"	NA	14.7471387776984
"SAM24406430_684487"	3.07872298735353	-3.71449577836808	"P008"	"Inflamed UC"	"Resting crypt-top fibroblast"	NA	14.8349635458438
"SAM24406430_22263"	2.93348744887087	-3.69296515016373	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	14.7380801307364
"SAM24406430_593575"	4.11175111311647	-4.72907340555008	"P008"	"Inflamed UC"	"Resting crypt-top fibroblast"	NA	16.220803792935
"SAM24406430_429743"	3.77064016836855	-4.08703410653885	"P008"	"Inflamed UC"	"Resting crypt-top fibroblast"	NA	15.5148048500053
"SAM24406430_423079"	3.97639444845888	-4.91926801233109	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.3829413153865
"SAM24406430_248111"	4.10097483175966	-4.40549695520218	"P008"	"Inflamed UC"	"Resting crypt-top fibroblast"	NA	15.9166518014372
"SAM24406430_184046"	4.00162318724367	-4.34783303766068	"P008"	"Inflamed UC"	"Resting crypt-top fibroblast"	NA	15.8407088962859
"SAM24406430_445246"	4.09250548857423	-5.26351392297562	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7299276318202
"SAM24406430_418451"	3.45088890570375	-4.02616250543412	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	15.3079837325064
"SAM24406430_811497"	4.01893499869081	-4.55909860162552	"P008"	"Inflamed UC"	"Resting crypt-top fibroblast"	NA	16.0401974245074
"SAM24406430_822897"	2.93984368818971	-3.72308790712174	"P008"	"Inflamed UC"	"Resting crypt-top fibroblast"	NA	14.7670250040284
"SAM24406430_522816"	4.07904795187685	-5.19625985650834	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.6634192786613
"SAM24406430_515247"	4.00225785750124	-4.89362943200882	"P008"	"Inflamed UC"	"Resting crypt-top fibroblast"	NA	16.3607644408268
"SAM24406430_7034"	4.00874880331728	-5.24650466470536	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.71707066548
"SAM24406430_381285"	4.01493695753786	-4.11952006845292	"P008"	"Inflamed UC"	"Resting crypt-top fibroblast"	NA	15.6443788310702
"SAM24406430_508674"	4.13730147856447	-5.26831090478714	"P008"	"Inflamed UC"	"Inflammatory fibroblast"	NA	16.7325090583719
